ticker,status,avg_smape,is_avg_smape,bs_avg_smape,revenue_smape,net_income_smape,equity_smape,actual_revenue,forecast_revenue,actual_net_income,forecast_net_income,actual_equity,forecast_equity
PNC,evaluated,5.527823415148468,5.208264158523681,5.740862919564994,5.777487399663991,4.639040917383372,1.1029717421226202,20809000000.0,22047000000,5889000000.0,5622000000,54425000000.0,53828000000.0
PSX,evaluated,54.25170061145443,80.55727257457725,27.94612864833162,4.90221465076661,109.27790872080566,11.87775623316231,143153000000.0,150347000000,2117000000.0,7217000000,27408000000.0,30869000000.0
REGN,evaluated,4.053952260463833,4.757641755111968,3.3502627658156983,1.179966826978854,7.729895585433721,2.2079920157271657,14202000000.0,14035404000,4412600000.0,4084203000,29353600000.0,28712552000.0
RVTY,evaluated,44.33613526054054,51.32653616980328,37.34573435127778,16.37697705111142,69.92927603722713,7.525168460688085,2755026000.0,2337985350,270385000.0,561116484,7666874000.0,8266375950.0
SMCI,evaluated,42.81773769441696,28.96976646843464,56.665708920399275,47.24764078252593,26.856424499917587,62.05017317776359,14989251000.0,9260527000,1152666000.0,879749000,5417206000.0,2851754000.0
SW,evaluated,65.42967797472906,48.533897355276714,82.3254585941814,50.65814238199451,93.61084782482543,87.72924280469715,21109000000.0,12576720000,319000000.0,880370400,17360000000.0,6773800000.0
SYF,evaluated,13.908928018610075,16.70873745569138,12.042388393889206,4.6125051549662155,28.804969756416543,10.646677677550501,16125000000.0,15398000000,3499000000.0,2618000000,16580000000.0,14904000000.0
TPR,evaluated,43.60741597245377,5.691001361426152,81.5238305834814,0.34424695697586416,15.235905369536681,22.825092032939562,6671200000.0,6694205000,816000000.0,950577000,2896900000.0,2303412000.0
TRV,evaluated,18.75703793464422,32.33165440661647,5.182421462671958,1.9969979768974744,44.77904272248745,4.627681952040387,46428000000.0,45510000000,4999000000.0,3170000000,27864000000.0,29184000000.0
TTWO,evaluated,86.30062770554368,136.51042315703273,36.090832254054625,9.531269471098215,200.0,49.57702744843052,5349600000.0,5885000000,-3744200000.0,294000000,5667900000.0,9404000000.0
UNH,evaluated,199.99956919779913,199.9995035885831,199.9996348070152,199.99957479596912,199.99930699182892,199.99956703623457,400278000000.0,425500,14405000000.0,24957,92658000000.0,100294.0
V,evaluated,8.135986866971514,1.718368821673546,14.553604912269483,0.8840115836000609,2.736631324930044,7.27572664934937,35926000000.0,36245000000,19743000000.0,19210000000,39137000000.0,42092000000.0
VLTO,evaluated,88.27708883193891,66.94124813028812,109.6129295335897,0.22169743120150368,0.6020469596628537,124.26412092283213,5193000000.0,5181500000,833000000.0,828000000,2038000000.0,476000000.0
