ticker,thinking_mode,temperature,max_tokens,thinking_budget,run,success,revenue,net_income,equity,total_assets,cash,smape,latency_s,thinking_tokens,output_tokens
AMZN,with_thinking,0.0,16384,8192,1,True,640892175000,37171746150,239046746150.0,596475020000.0,97200000000,100.0,33.57,8189,354
AMZN,with_thinking,0.0,16384,8192,2,True,642700000000,34000000000,279000000000.0,602200000000.0,0,100.0,16.47,4083,249
AMZN,with_thinking,0.0,16384,8192,3,True,642700000000,34000000000,279000000000.0,602200000000.0,0,100.0,17.0,4083,249
AMZN,with_thinking,0.0,16384,8192,4,True,642700000000,34000000000,279000000000.0,602200000000.0,0,100.0,16.04,4083,249
AMZN,with_thinking,0.0,16384,8192,5,True,642700000000,34000000000,279000000000.0,602200000000.0,0,100.0,18.4,4083,249
AMZN,with_thinking,0.0,16384,8192,6,True,640892175000,37171746150,239046746150.0,596475020000.0,97200000000,100.0,31.92,8189,354
AMZN,with_thinking,0.0,16384,8192,7,True,640892175000,37171746150,239046746150.0,596475020000.0,97200000000,100.0,33.67,8189,354
AMZN,with_thinking,0.0,16384,8192,8,True,642700000000,34000000000,279000000000.0,602200000000.0,0,100.0,16.85,4083,249
AMZN,with_thinking,0.0,16384,8192,9,True,640892175000,37171746150,239046746150.0,596475020000.0,97200000000,100.0,32.82,8189,354
AMZN,with_thinking,0.0,16384,8192,10,True,640892175000,37171746150,239046746150.0,596475020000.0,97200000000,100.0,32.36,8189,354
AMZN,with_thinking,0.7,16384,8192,1,True,637000350000,35035019250,236910019250.0,591196480000.0,35117070912,100.0,21.92,5139,354
AMZN,with_thinking,0.7,16384,8192,2,True,637000350000,35035019250,236910019250.0,591196480000.0,80399601280,100.0,18.71,4289,354
AMZN,with_thinking,0.7,16384,8192,3,True,642768000000,35352000000,279151000000.0,602218000000.0,60222000000,100.0,23.66,5479,354
AMZN,with_thinking,0.7,16384,8192,4,True,642753000000,35351000000,266674000000.0,602284000000.0,94860000000,100.0,22.23,4933,353
AMZN,with_thinking,0.7,16384,8192,5,True,635047425000,34927608375,236802608375.0,591196480000.0,97192207632,100.0,22.52,5253,354
AMZN,with_thinking,0.7,16384,8192,6,True,642753000000,34021000000,235896000000.0,602284000000.0,0,100.0,17.42,3970,249
AMZN,with_thinking,0.7,16384,8192,7,True,641593000000,35288000000,237163000000.0,596475000000.0,66805000000,100.0,25.97,6371,354
AMZN,with_thinking,0.7,16384,8192,8,True,642887605500,35358818303,252343750000.0,593835750000.0,41806036800,100.0,17.87,4013,353
AMZN,with_thinking,0.7,16384,8192,9,True,642753000000,35351000000,231915000000.0,602393000000.0,32529000000,100.0,24.29,5899,354
AMZN,with_thinking,0.7,16384,8192,10,True,642829076650,35355600000,237230600000.0,602280000000.0,52699500000,100.0,26.72,6262,354
MET,no_thinking,0.0,8192,0,1,True,67453000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.6,0,235
MET,no_thinking,0.0,8192,0,2,True,67453000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.66,0,235
MET,no_thinking,0.0,8192,0,3,True,67453000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.75,0,235
MET,no_thinking,0.0,8192,0,4,True,67453000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.5,0,235
MET,no_thinking,0.0,8192,0,5,True,67453000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.33,0,235
MET,no_thinking,0.0,8192,0,6,True,67453000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.67,0,235
MET,no_thinking,0.0,8192,0,7,True,67453000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.41,0,235
MET,no_thinking,0.0,8192,0,8,True,67453000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.7,0,235
MET,no_thinking,0.0,8192,0,9,True,67453000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.59,0,235
MET,no_thinking,0.0,8192,0,10,True,67453000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.74,0,235
MET,no_thinking,0.7,8192,0,1,True,67911000000,1100000000,30100000000.0,689000000000.0,0,100.0,1.49,0,245
MET,no_thinking,0.7,8192,0,2,True,67776000000,1000000000,30000000000.0,680000000000.0,0,100.0,1.66,0,245
MET,no_thinking,0.7,8192,0,3,True,67709000000,1578000000,30015000000.0,687584000000.0,0,100.0,2.06,0,235
MET,no_thinking,0.7,8192,0,4,True,67453000000,1000000000,30000000000.0,680000000000.0,0,100.0,1.67,0,255
MET,no_thinking,0.7,8192,0,5,True,67453000000,1000000000,30500000000.0,690000000000.0,0,100.0,1.66,0,235
MET,no_thinking,0.7,8192,0,6,True,68130000000,1000000000,30100000000.0,695000000000.0,0,100.0,1.63,0,235
MET,no_thinking,0.7,8192,0,7,True,67453000000,877000000,30149000000.0,712096000000.0,0,100.0,1.61,0,234
MET,no_thinking,0.7,8192,0,8,True,67919000000,2000000000,30500000000.0,680000000000.0,0,100.0,1.53,0,235
MET,no_thinking,0.7,8192,0,9,True,67837000000,1800000000,30150000000.0,695000000000.0,0,100.0,1.8,0,235
MET,no_thinking,0.7,8192,0,10,True,67972000000,2000000000,30000000000.0,680000000000.0,0,100.0,1.78,0,275
MET,with_thinking,0.0,16384,8192,1,True,68500000000,2000000000,30500000000.0,695000000000.0,34750000000,100.0,22.56,4820,333
MET,with_thinking,0.0,16384,8192,2,True,68500000000,2000000000,30500000000.0,695000000000.0,34750000000,100.0,20.87,4820,333
MET,with_thinking,0.0,16384,8192,3,True,68047545000,471094801,30150176000.0,713000088000.0,0,100.0,19.17,4103,245
MET,with_thinking,0.0,16384,8192,4,True,68500000000,2000000000,30500000000.0,695000000000.0,34750000000,100.0,21.41,4820,333
MET,with_thinking,0.0,16384,8192,5,True,68047545000,471094801,30150176000.0,713000088000.0,0,100.0,17.57,4103,245
MET,with_thinking,0.0,16384,8192,6,True,68047545000,471094801,30150176000.0,713000088000.0,0,100.0,16.64,4103,245
MET,with_thinking,0.0,16384,8192,7,True,68047545000,471094801,30150176000.0,713000088000.0,0,100.0,17.26,4103,245
MET,with_thinking,0.0,16384,8192,8,True,68047545000,471094801,30150176000.0,713000088000.0,0,100.0,16.66,4103,245
MET,with_thinking,0.0,16384,8192,9,True,68500000000,2000000000,30500000000.0,695000000000.0,34750000000,100.0,21.78,4820,333
MET,with_thinking,0.0,16384,8192,10,True,68047545000,471094801,30150176000.0,713000088000.0,0,100.0,17.32,4103,245
MET,with_thinking,0.7,16384,8192,1,True,68047545000,1600000000,30165075000.0,713015108000.0,0,100.0,17.45,4049,246
MET,with_thinking,0.7,16384,8192,2,True,68047545000,2041426350,32056426350.0,713019108800.0,0,100.0,16.6,3840,246
MET,with_thinking,0.7,16384,8192,3,True,68000000000,680000000,30150000000.0,701000000000.0,0,100.0,15.77,3485,245
MET,with_thinking,0.7,16384,8192,4,True,68048000000,2041000000,32056000000.0,715087000000.0,7150870000,100.0,30.04,6841,331
MET,with_thinking,0.7,16384,8192,5,True,67800000000,-1000000000,29015000000.0,712096000000.0,0,100.0,19.98,4332,246
MET,with_thinking,0.7,16384,8192,6,True,68047545000,1360950900,30315150000.0,708211520000.0,24787403200,100.0,22.64,4957,333
MET,with_thinking,0.7,16384,8192,7,True,67800000000,2000000000,31000000000.0,708200000000.0,0,100.0,19.88,4611,246
MET,with_thinking,0.7,16384,8192,8,True,68047545000,946800000,31073843600.0,713001000000.0,0,100.0,32.12,8188,245
MET,with_thinking,0.7,16384,8192,9,True,68500000000,2500000000,32000000000.0,705000000000.0,0,100.0,20.21,4789,246
MET,with_thinking,0.7,16384,8192,10,True,68047545000,680475450,30695475450.0,701335680000.0,0,100.0,20.52,4626,234
